"cocina" "lavanderia" "aireacondicionado" "total" "pct_usodia" "pct_usonoche" "antiguedad" "mora" "llamadas0" "llamadas1" "llamadas2" "llamadas3" "Region1" "Region2" "Region3" "usaapp" "puntopago" "kmm$cluster"
52 78 36 166 0.79 0.21 52 0 0 0 1 0 1 0 0 0 2 4
25 33 14 72 0.28 0.72 36 1 0 0 1 0 0 1 0 0 1 3
49 75 26 150 0.19 0.81 51 1 0 0 1 0 0 1 0 0 3 4
53 72 24 149 0.71 0.29 38 0 0 0 1 0 0 0 1 0 1 4
40 46 29 115 0.9 0.1 27 0 0 1 0 0 1 0 0 0 1 1
65 49 55 169 0.89 0.11 33 0 0 1 0 0 0 1 0 0 3 1
46 55 33 134 0.94 0.06 26 0 0 1 0 0 0 0 1 0 1 1
54 75 26 155 0.94 0.06 24 0 0 1 0 0 0 1 0 0 3 1
70 49 48 167 0.92 0.08 37 0 0 1 0 0 0 1 0 1 2 1
25 30 9 64 0.27 0.73 47 1 0 0 0 1 1 0 0 0 3 3
40 56 43 139 0.79 0.21 42 0 0 1 0 0 1 0 0 0 1 1
46 56 37 139 0.89 0.11 29 0 0 1 0 0 0 0 1 1 1 1
29 111 9 149 0.75 0.25 26 0 0 1 0 0 0 0 1 0 4 2
41 68 32 141 0.78 0.22 54 0 0 1 0 0 0 0 1 1 1 1
35 107 11 153 0.7 0.3 46 0 1 0 0 0 0 0 1 0 1 2
51 60 39 150 0.73 0.27 42 0 0 0 1 0 1 0 0 1 1 4
20 26 9 55 0.26 0.74 44 1 0 1 0 0 0 1 0 1 1 3
24 28 11 63 0.23 0.77 58 1 0 0 1 0 0 1 0 0 1 3
23 33 14 70 0.27 0.73 25 1 0 0 0 1 0 1 0 0 1 3
34 98 14 146 0.16 0.84 37 0 0 1 0 0 1 0 0 0 1 2
53 61 39 153 0.73 0.27 49 0 0 0 1 0 0 0 1 0 3 4
40 58 34 132 0.78 0.22 47 0 0 1 0 0 0 1 0 0 3 1
54 59 32 145 0.75 0.25 58 0 0 1 0 0 1 0 0 1 4 1
33 95 10 138 0.16 0.84 45 0 0 1 0 0 0 1 0 0 1 2
40 80 21 141 0.78 0.22 33 0 0 1 0 0 1 0 0 0 3 1
43 67 27 137 0.74 0.26 54 0 0 1 0 0 0 0 1 0 1 1
37 71 45 153 0.74 0.26 45 0 0 1 0 0 0 0 1 0 1 1
46 50 40 136 0.75 0.25 54 0 0 0 1 0 0 1 0 0 3 4
47 48 33 128 0.77 0.23 46 0 0 0 1 0 0 1 0 0 1 4
24 35 15 74 0.21 0.79 36 1 0 0 0 1 0 0 1 0 1 3
49 55 34 138 0.18 0.82 48 0 0 0 1 0 0 1 0 0 3 4
40 80 21 141 0.78 0.22 33 0 0 1 0 0 1 0 0 0 3 1
33 105 12 150 0.7 0.3 47 0 1 0 0 0 1 0 0 0 4 2
34 67 33 134 0.75 0.25 55 0 1 0 0 0 1 0 0 0 1 2
43 45 36 124 0.86 0.14 26 0 0 1 0 0 0 1 0 0 1 1
51 60 35 146 0.88 0.12 22 0 0 1 0 0 0 0 1 0 1 1
31 96 9 136 0.71 0.29 50 0 1 0 0 0 1 0 0 0 2 2
32 65 43 140 0.71 0.29 48 0 0 1 0 0 0 0 1 0 2 1
27 103 9 139 0.74 0.26 35 0 1 0 0 0 0 0 1 0 3 2
49 50 32 131 0.9 0.1 24 0 0 1 0 0 0 0 1 0 3 1
39 65 26 130 0.15 0.85 56 1 0 0 1 0 1 0 0 0 1 4
45 55 44 144 0.76 0.24 45 0 0 1 0 0 0 1 0 0 2 1
40 49 37 126 0.8 0.2 52 0 0 1 0 0 1 0 0 0 2 1
54 54 30 138 0.89 0.11 32 0 0 0 1 0 0 0 1 1 3 4
32 70 40 142 0.76 0.24 48 0 1 0 0 0 0 0 1 1 2 2
32 66 20 118 0.77 0.23 50 0 0 1 0 0 0 1 0 0 1 1
23 34 10 67 0.29 0.71 39 1 0 0 0 1 0 1 0 0 3 3
40 58 34 132 0.78 0.22 47 0 0 1 0 0 0 1 0 0 3 1
45 56 34 135 0.78 0.22 50 0 0 1 0 0 0 0 1 0 1 1
47 55 45 147 0.77 0.23 47 0 0 0 1 0 0 1 0 1 4 4
36 78 30 144 0.78 0.22 58 0 0 1 0 0 1 0 0 1 3 1
33 104 12 149 0.79 0.21 54 0 0 1 0 0 0 1 0 0 1 2
21 28 14 63 0.22 0.78 44 0 0 0 1 0 1 0 0 0 3 3
22 30 10 62 0.23 0.77 45 1 0 1 0 0 1 0 0 0 3 3
52 60 30 142 0.73 0.27 48 0 0 0 1 0 1 0 0 1 1 4
45 78 47 170 0.94 0.06 23 0 0 1 0 0 1 0 0 0 1 1
24 28 9 61 0.23 0.77 39 0 0 0 0 1 0 1 0 0 1 3
41 77 32 150 0.11 0.89 47 0 0 0 1 0 0 1 0 0 1 4
25 38 13 76 0.21 0.79 23 1 0 0 1 0 0 1 0 0 1 3
50 78 54 182 0.75 0.25 42 0 0 1 0 0 0 1 0 1 1 1
51 72 32 155 0.79 0.21 34 0 0 0 1 0 0 0 1 0 4 4
27 106 13 146 0.15 0.85 38 0 1 0 0 0 0 1 0 1 1 2
26 96 14 136 0.76 0.24 42 0 0 1 0 0 1 0 0 1 3 2
28 108 10 146 0.75 0.25 48 0 0 1 0 0 1 0 0 0 3 2
48 66 24 138 0.74 0.26 47 0 1 0 0 0 0 0 1 1 3 2
44 46 41 131 0.76 0.24 54 0 0 1 0 0 1 0 0 0 1 1
54 66 22 142 0.77 0.23 46 0 0 1 0 0 0 0 1 0 2 1
27 106 12 145 0.76 0.24 48 0 1 0 0 0 1 0 0 1 3 2
46 55 36 137 0.75 0.25 45 0 0 1 0 0 0 1 0 0 1 1
24 22 10 56 0.25 0.75 49 0 0 0 0 1 0 1 0 1 1 3
27 97 14 138 0.77 0.23 29 0 1 0 0 0 0 0 1 0 3 2
21 30 13 64 0.26 0.74 45 0 0 0 0 1 0 1 0 0 1 3
52 73 34 159 0.79 0.21 54 0 0 1 0 0 0 0 1 0 1 1
44 51 40 135 0.75 0.25 53 0 0 0 1 0 0 0 1 1 3 4
34 75 47 156 0.72 0.28 47 0 1 0 0 0 0 0 1 0 1 2
33 65 35 133 0.71 0.29 57 0 1 0 0 0 0 0 1 0 1 2
39 58 37 134 0.86 0.14 40 0 0 0 1 0 0 0 1 0 1 4
52 80 46 178 0.79 0.21 50 0 1 0 0 0 0 1 0 1 1 2
32 95 10 137 0.77 0.23 49 0 1 0 0 0 0 0 1 0 2 2
34 105 9 148 0.73 0.27 35 0 1 0 0 0 0 0 1 0 3 2
20 25 13 58 0.29 0.71 36 0 0 0 1 0 0 1 0 0 3 3
28 98 10 136 0.77 0.23 44 0 1 0 0 0 0 1 0 0 3 2
53 73 41 167 0.18 0.82 51 1 0 0 0 1 0 1 0 0 3 3
46 46 20 112 0.88 0.12 40 0 0 1 0 0 0 0 1 0 3 1
26 101 15 142 0.13 0.87 49 0 1 0 0 0 0 1 0 0 1 2
39 46 45 130 0.9 0.1 31 0 0 1 0 0 0 1 0 0 3 1
35 76 29 140 0.1 0.9 46 0 0 0 0 1 0 1 0 0 4 3
20 37 15 72 0.25 0.75 55 1 0 0 1 0 0 1 0 0 2 3
47 45 35 127 0.77 0.23 51 0 0 0 1 0 1 0 0 1 1 4
32 101 11 144 0.16 0.84 41 0 1 0 0 0 0 1 0 0 1 2
50 73 53 176 0.71 0.29 55 0 0 1 0 0 1 0 0 0 2 1
35 95 9 139 0.17 0.83 52 0 1 0 0 0 0 1 0 0 1 2
49 74 52 175 0.91 0.09 28 0 0 0 1 0 0 1 0 0 1 4
22 27 13 62 0.23 0.77 39 0 0 0 1 0 0 1 0 0 1 3
52 68 46 166 0.8 0.2 56 1 0 1 0 0 0 0 1 0 1 1
58 58 33 149 0.89 0.11 22 0 0 1 0 0 0 0 1 1 2 1
28 108 9 145 0.76 0.24 51 1 1 0 0 0 1 0 0 0 3 2
45 56 33 134 0.79 0.21 49 0 0 1 0 0 0 1 0 0 3 1
48 66 24 138 0.74 0.26 47 0 1 0 0 0 0 0 1 1 3 2
54 60 40 154 0.76 0.24 49 0 0 1 0 0 0 1 0 0 1 1
46 56 43 145 0.7 0.3 41 0 0 1 0 0 1 0 0 1 2 1
44 54 41 139 0.71 0.29 56 0 0 1 0 0 1 0 0 0 2 1
48 66 31 145 0.19 0.81 42 0 0 0 1 0 0 1 0 0 1 4
54 58 22 134 0.87 0.13 34 0 0 0 1 0 0 1 0 0 1 4
33 105 12 150 0.7 0.3 47 0 1 0 0 0 1 0 0 0 4 2
37 76 29 142 0.17 0.83 37 1 0 0 0 1 0 1 0 0 3 3
32 95 10 137 0.77 0.23 49 0 1 0 0 0 0 0 1 0 2 2
51 60 35 146 0.88 0.12 22 0 0 1 0 0 0 0 1 0 1 1
40 49 37 126 0.8 0.2 52 0 0 1 0 0 1 0 0 0 2 1
53 56 35 144 0.92 0.08 32 0 0 1 0 0 1 0 0 1 1 1
39 76 23 138 0.71 0.29 41 0 1 0 0 0 0 0 1 0 1 2
29 98 15 142 0.73 0.27 29 0 1 0 0 0 1 0 0 0 3 2
21 36 15 72 0.29 0.71 39 0 0 0 0 1 1 0 0 0 1 3
39 68 28 135 0.16 0.84 44 0 0 0 1 0 0 1 0 1 3 4
40 49 37 126 0.8 0.2 52 0 0 1 0 0 1 0 0 0 2 1
41 59 51 151 0.87 0.13 28 0 0 0 1 0 1 0 0 0 3 4
29 112 15 156 0.13 0.87 41 0 1 0 0 0 0 1 0 1 3 2
35 97 13 145 0.76 0.24 41 0 0 1 0 0 0 0 1 0 3 1
35 101 15 151 0.77 0.23 58 0 0 1 0 0 0 1 0 0 3 2
52 51 35 138 0.71 0.29 48 0 0 0 1 0 0 0 1 0 2 4
28 103 15 146 0.72 0.28 52 0 1 0 0 0 1 0 0 0 1 2
47 56 41 144 0.78 0.22 50 0 0 1 0 0 1 0 0 0 3 1
32 72 48 152 0.77 0.23 43 0 0 0 1 0 1 0 0 0 1 4
20 24 15 59 0.24 0.76 32 1 0 0 0 1 0 1 0 0 1 3
49 58 32 139 0.9 0.1 25 0 0 1 0 0 0 1 0 1 1 1
25 97 15 137 0.76 0.24 45 0 0 1 0 0 0 1 0 1 1 2
44 50 38 132 0.79 0.21 49 0 0 1 0 0 1 0 0 0 1 1
45 50 44 139 0.75 0.25 47 0 0 1 0 0 0 0 1 0 1 1
44 54 41 139 0.71 0.29 56 0 0 1 0 0 1 0 0 0 2 1
30 103 9 142 0.72 0.28 30 0 1 0 0 0 0 1 0 0 3 2
47 70 26 143 0.79 0.21 55 0 0 1 0 0 1 0 0 0 1 1
37 74 55 166 0.78 0.22 49 0 0 1 0 0 0 1 0 0 4 1
30 102 15 147 0.18 0.82 48 0 1 0 0 0 0 1 0 0 2 2
26 101 15 142 0.13 0.87 49 0 1 0 0 0 0 1 0 0 1 2
27 95 14 136 0.13 0.87 56 0 1 0 0 0 0 1 0 0 1 2
31 103 15 149 0.12 0.88 51 0 1 0 0 0 1 0 0 0 4 2
50 67 25 142 0.86 0.14 35 1 0 0 0 1 0 1 0 1 1 4
39 75 42 156 0.78 0.22 33 0 0 0 1 0 0 0 1 1 2 4
39 75 42 156 0.78 0.22 33 0 0 0 1 0 0 0 1 1 2 4
39 45 37 121 0.77 0.23 40 0 0 1 0 0 0 1 0 1 1 1
44 66 48 158 0.78 0.22 47 0 0 1 0 0 0 1 0 0 3 1
63 60 30 153 0.95 0.05 37 0 0 0 1 0 0 0 1 1 2 4
41 59 51 151 0.87 0.13 28 0 0 0 1 0 1 0 0 0 3 4
27 106 12 145 0.76 0.24 48 0 1 0 0 0 1 0 0 1 3 2
48 58 42 148 0.92 0.08 39 0 0 1 0 0 0 0 1 0 1 1
48 66 24 138 0.74 0.26 47 0 1 0 0 0 0 0 1 1 3 2
54 67 38 159 0.72 0.28 55 0 0 1 0 0 1 0 0 1 2 1
44 54 41 139 0.71 0.29 56 0 0 1 0 0 1 0 0 0 2 1
43 59 29 131 0.78 0.22 42 0 0 1 0 0 1 0 0 0 1 1
38 79 21 138 0.77 0.23 50 0 0 0 1 0 0 0 1 0 1 4
24 28 11 63 0.23 0.77 58 1 0 0 1 0 0 1 0 0 1 3
46 67 27 140 0.72 0.28 47 0 1 0 0 0 1 0 0 1 2 2
32 102 10 144 0.12 0.88 51 0 1 0 0 0 0 1 0 0 3 2
20 25 13 58 0.29 0.71 36 0 0 0 1 0 0 1 0 0 3 3
63 64 39 166 0.87 0.13 22 0 0 0 1 0 1 0 0 0 3 4
20 24 15 59 0.24 0.76 32 1 0 0 0 1 0 1 0 0 1 3
49 73 48 170 0.7 0.3 50 0 1 0 0 0 1 0 0 0 1 2
49 49 39 137 0.93 0.07 24 0 0 1 0 0 0 1 0 0 1 1
25 108 10 143 0.16 0.84 48 0 1 0 0 0 0 1 0 1 1 2
52 78 36 166 0.79 0.21 52 0 0 0 1 0 1 0 0 0 2 4
47 54 42 143 0.77 0.23 46 0 0 1 0 0 1 0 0 1 3 1
46 57 34 137 0.73 0.27 51 0 0 1 0 0 0 1 0 0 3 1
71 48 22 141 0.88 0.12 29 0 0 0 1 0 0 1 0 0 3 4
49 79 33 161 0.74 0.26 49 0 0 1 0 0 0 0 1 1 3 1
42 76 45 163 0.76 0.24 43 0 0 1 0 0 0 0 1 1 1 1
34 67 33 134 0.75 0.25 55 0 1 0 0 0 1 0 0 0 1 2
51 76 35 162 0.73 0.27 53 0 1 0 0 0 0 0 1 0 1 2
35 108 13 156 0.75 0.25 34 0 1 0 0 0 0 1 0 1 1 2
37 77 40 154 0.71 0.29 51 0 0 1 0 0 0 0 1 1 3 1
51 55 32 138 0.86 0.14 26 0 0 1 0 0 0 0 1 0 1 1
37 69 21 127 0.77 0.23 42 0 0 1 0 0 0 1 0 1 3 1
52 58 32 142 0.91 0.09 24 0 0 1 0 0 1 0 0 0 2 1
57 51 40 148 0.93 0.07 23 0 0 1 0 0 1 0 0 0 2 1
49 69 28 146 0.77 0.23 51 0 0 1 0 0 1 0 0 0 1 1
25 30 9 64 0.27 0.73 47 1 0 0 0 1 1 0 0 0 3 3
73 46 41 160 0.75 0.25 51 0 0 0 1 0 0 0 1 0 1 4
55 53 40 148 0.93 0.07 26 0 0 1 0 0 1 0 0 0 1 1
34 67 33 134 0.75 0.25 55 0 1 0 0 0 1 0 0 0 1 2
54 59 28 141 0.94 0.06 39 0 0 1 0 0 1 0 0 1 3 1
37 71 45 153 0.74 0.26 45 0 0 1 0 0 0 0 1 0 1 1
49 66 24 139 0.73 0.27 43 0 0 0 1 0 1 0 0 1 1 4
29 107 12 148 0.15 0.85 48 0 1 0 0 0 0 1 0 0 2 2
27 97 14 138 0.77 0.23 51 0 1 0 0 0 1 0 0 0 1 2
52 51 35 138 0.71 0.29 48 0 0 0 1 0 0 0 1 0 2 4
60 47 54 161 0.85 0.15 24 0 0 1 0 0 1 0 0 0 1 1
76 47 39 162 0.72 0.28 44 0 0 0 1 0 1 0 0 0 3 4
35 96 10 141 0.1 0.9 58 0 0 1 0 0 0 1 0 1 1 2
49 52 33 134 0.88 0.12 29 0 0 1 0 0 1 0 0 1 3 1
40 47 35 122 0.79 0.21 49 0 0 1 0 0 0 1 0 0 3 1
39 68 28 135 0.16 0.84 44 0 0 0 1 0 0 1 0 1 3 4
54 55 36 145 0.77 0.23 44 0 0 1 0 0 1 0 0 1 1 1
24 28 11 63 0.23 0.77 58 1 0 0 1 0 0 1 0 0 1 3
32 100 15 147 0.72 0.28 55 1 1 0 0 0 1 0 0 0 1 2
53 45 34 132 0.72 0.28 49 0 0 1 0 0 0 0 1 1 2 1
37 66 28 131 0.78 0.22 52 0 1 0 0 0 1 0 0 0 1 2
47 70 26 143 0.79 0.21 55 0 0 1 0 0 1 0 0 0 1 1
51 55 32 138 0.86 0.14 26 0 0 1 0 0 0 0 1 0 1 1
42 60 39 141 0.92 0.08 36 0 0 1 0 0 1 0 0 0 3 1
47 55 30 132 0.78 0.22 53 0 0 1 0 0 0 1 0 0 3 1
46 55 33 134 0.94 0.06 26 0 0 1 0 0 0 0 1 0 1 1
52 57 39 148 0.91 0.09 24 0 0 1 0 0 0 1 0 1 4 1
54 55 36 145 0.77 0.23 44 0 0 1 0 0 1 0 0 1 1 1
33 98 14 145 0.72 0.28 24 0 1 0 0 0 1 0 0 1 3 2
22 28 10 60 0.22 0.78 33 1 0 0 0 1 0 1 0 0 4 3
28 108 9 145 0.75 0.25 36 0 1 0 0 0 1 0 0 0 3 2
47 46 35 128 0.9 0.1 25 0 0 1 0 0 0 1 0 1 2 1
47 48 33 128 0.77 0.23 46 0 0 0 1 0 0 1 0 0 1 4
63 64 39 166 0.87 0.13 22 0 0 0 1 0 1 0 0 0 3 4
29 112 11 152 0.72 0.28 53 0 0 1 0 0 0 1 0 1 1 2
48 57 47 152 0.95 0.05 32 0 0 0 1 0 0 0 1 1 2 4
41 68 32 141 0.78 0.22 54 0 0 1 0 0 0 0 1 1 1 1
23 32 9 64 0.24 0.76 54 0 0 0 0 1 0 1 0 0 2 3
49 68 50 167 0.7 0.3 45 0 0 1 0 0 0 0 1 0 3 1
44 51 40 135 0.75 0.25 53 0 0 0 1 0 0 0 1 1 3 4
47 56 30 133 0.8 0.2 54 0 0 1 0 0 0 1 0 1 3 1
33 72 38 143 0.78 0.22 43 0 0 1 0 0 0 1 0 0 3 1
25 28 9 62 0.28 0.72 46 0 0 0 1 0 1 0 0 0 1 3
35 101 9 145 0.17 0.83 58 1 1 0 0 0 0 1 0 1 3 2
54 67 38 159 0.72 0.28 55 0 0 1 0 0 1 0 0 1 2 1
54 75 26 155 0.94 0.06 24 0 0 1 0 0 0 1 0 0 3 1
42 78 54 174 0.73 0.27 43 0 1 0 0 0 1 0 0 0 1 2
49 73 43 165 0.12 0.88 53 1 0 0 1 0 0 1 0 0 3 4
31 107 15 153 0.2 0.8 52 0 1 0 0 0 0 1 0 0 2 2
59 47 26 132 0.95 0.05 34 0 0 1 0 0 0 1 0 0 3 1
27 103 15 145 0.75 0.25 24 0 1 0 0 0 0 1 0 0 3 2
34 105 9 148 0.73 0.27 35 0 1 0 0 0 0 0 1 0 3 2
42 52 42 136 0.95 0.05 37 0 0 1 0 0 0 0 1 0 2 1
50 46 34 130 0.75 0.25 44 0 0 1 0 0 1 0 0 0 3 1
35 97 13 145 0.76 0.24 41 0 0 1 0 0 0 0 1 0 3 1
39 68 28 135 0.16 0.84 44 0 0 0 1 0 0 1 0 1 3 4
54 54 30 138 0.89 0.11 32 0 0 0 1 0 0 0 1 1 3 4
52 51 35 138 0.71 0.29 48 0 0 0 1 0 0 0 1 0 2 4
30 106 9 145 0.15 0.85 48 0 0 1 0 0 0 1 0 0 2 2
24 22 10 56 0.25 0.75 49 0 0 0 0 1 0 1 0 1 1 3
25 97 15 137 0.76 0.24 45 0 0 1 0 0 0 1 0 1 1 2
42 60 39 141 0.92 0.08 36 0 0 1 0 0 1 0 0 0 3 1
54 59 32 145 0.75 0.25 58 0 0 1 0 0 1 0 0 1 4 1
40 73 20 133 0.73 0.27 45 0 1 0 0 0 1 0 0 0 1 2
47 70 22 139 0.73 0.27 54 0 0 1 0 0 1 0 0 0 2 1
21 35 10 66 0.24 0.76 45 1 0 0 0 1 0 1 0 0 3 3
51 55 39 145 0.78 0.22 44 0 0 0 1 0 0 1 0 0 2 4
47 76 23 146 0.77 0.23 46 0 1 0 0 0 1 0 0 0 3 2
48 51 22 121 0.89 0.11 35 0 0 0 1 0 1 0 0 0 1 4
40 47 35 122 0.79 0.21 49 0 0 1 0 0 0 1 0 0 3 1
47 55 30 132 0.78 0.22 53 0 0 1 0 0 0 1 0 0 3 1
33 98 14 145 0.72 0.28 24 0 1 0 0 0 1 0 0 1 3 2
22 33 12 67 0.26 0.74 56 0 0 0 0 1 0 1 0 0 1 3
38 70 23 131 0.79 0.21 49 0 1 0 0 0 0 0 1 1 1 2
41 53 33 127 0.75 0.25 56 0 0 1 0 0 0 1 0 0 1 1
20 24 15 59 0.24 0.76 32 1 0 0 0 1 0 1 0 0 1 3
32 66 42 140 0.75 0.25 41 0 0 1 0 0 0 0 1 0 1 1
29 112 13 154 0.17 0.83 37 0 1 0 0 0 0 1 0 1 4 2
51 62 40 153 0.72 0.28 57 0 0 1 0 0 1 0 0 0 1 1
27 110 12 149 0.78 0.22 33 0 1 0 0 0 0 1 0 0 1 2
34 97 13 144 0.12 0.88 45 0 1 0 0 0 0 1 0 0 3 2
52 62 35 149 0.72 0.28 48 0 0 1 0 0 0 1 0 0 1 1
47 79 45 171 0.78 0.22 46 0 0 1 0 0 0 0 1 0 1 1
60 59 24 143 0.15 0.85 40 0 0 0 1 0 0 1 0 1 1 4
40 56 43 139 0.79 0.21 42 0 0 1 0 0 1 0 0 0 1 1
49 52 33 134 0.88 0.12 29 0 0 1 0 0 1 0 0 1 3 1
39 62 37 138 0.72 0.28 55 0 0 1 0 0 0 0 1 0 4 1
43 55 39 137 0.9 0.1 39 0 0 1 0 0 1 0 0 0 3 1
49 49 40 138 0.73 0.27 46 0 0 0 1 0 0 1 0 1 2 4
45 76 37 158 0.79 0.21 42 0 0 1 0 0 0 1 0 0 3 1
35 76 29 140 0.1 0.9 46 0 0 0 0 1 0 1 0 0 4 3
34 79 46 159 0.8 0.2 50 0 1 0 0 0 1 0 0 0 1 2
28 101 11 140 0.19 0.81 41 0 1 0 0 0 0 1 0 1 1 2
19 26 15 60 0.27 0.73 52 1 0 0 0 1 1 0 0 1 1 3
47 58 35 140 0.85 0.15 27 0 0 1 0 0 0 0 1 0 1 1
39 62 41 142 0.93 0.07 26 0 0 1 0 0 0 0 1 0 1 1
54 51 30 135 0.85 0.15 25 0 0 0 1 0 0 0 1 0 3 4
46 57 34 137 0.73 0.27 51 0 0 1 0 0 0 1 0 0 3 1
42 60 39 141 0.92 0.08 36 0 0 1 0 0 1 0 0 0 3 1
35 111 10 156 0.15 0.85 57 0 1 0 0 0 0 1 0 0 2 2
50 47 34 131 0.7 0.3 40 0 0 1 0 0 0 1 0 1 4 1
34 101 15 150 0.7 0.3 49 0 0 1 0 0 0 0 1 0 3 2
39 62 41 142 0.93 0.07 26 0 0 1 0 0 0 0 1 0 1 1
60 66 29 155 0.87 0.13 34 1 0 0 0 1 0 1 0 1 3 4
49 66 24 139 0.73 0.27 43 0 0 0 1 0 1 0 0 1 1 4
46 55 33 134 0.94 0.06 26 0 0 1 0 0 0 0 1 0 1 1
53 72 24 149 0.71 0.29 38 0 0 0 1 0 0 0 1 0 1 4
46 57 34 137 0.73 0.27 51 0 0 1 0 0 0 1 0 0 3 1
32 66 20 118 0.77 0.23 50 0 0 1 0 0 0 1 0 0 1 1
34 75 47 156 0.72 0.28 47 0 1 0 0 0 0 0 1 0 1 2
70 49 48 167 0.92 0.08 37 0 0 1 0 0 0 1 0 1 2 1
46 73 26 145 0.19 0.81 36 1 0 0 0 1 0 1 0 0 1 3
42 60 39 141 0.92 0.08 36 0 0 1 0 0 1 0 0 0 3 1
47 79 45 171 0.78 0.22 46 0 0 1 0 0 0 0 1 0 1 1
38 75 25 138 0.76 0.24 42 0 0 1 0 0 1 0 0 0 1 1
37 77 40 154 0.71 0.29 51 0 0 1 0 0 0 0 1 1 3 1
42 76 45 163 0.76 0.24 43 0 0 1 0 0 0 0 1 1 1 1
42 71 37 150 0.17 0.83 40 0 0 0 1 0 0 1 0 1 3 4
51 55 32 138 0.86 0.14 26 0 0 1 0 0 0 0 1 0 1 1
40 73 20 133 0.73 0.27 45 0 1 0 0 0 1 0 0 0 1 2
34 105 9 148 0.73 0.27 35 0 1 0 0 0 0 0 1 0 3 2
34 97 13 144 0.12 0.88 45 0 1 0 0 0 0 1 0 0 3 2
37 70 42 149 0.18 0.82 58 0 0 0 0 1 0 1 0 1 1 3
19 25 11 55 0.3 0.7 31 0 0 0 0 1 0 1 0 0 1 3
46 56 37 139 0.89 0.11 29 0 0 1 0 0 0 0 1 1 1 1
29 107 9 145 0.75 0.25 42 0 1 0 0 0 0 0 1 0 3 2
34 75 47 156 0.72 0.28 47 0 1 0 0 0 0 0 1 0 1 2
22 34 14 70 0.2 0.8 32 0 0 0 0 1 0 1 0 0 3 3
30 100 9 139 0.78 0.22 57 0 1 0 0 0 1 0 0 1 3 2
34 66 45 145 0.72 0.28 43 0 1 0 0 0 0 1 0 1 1 2
28 101 13 142 0.77 0.23 55 0 0 1 0 0 0 1 0 0 1 2
20 28 9 57 0.24 0.76 45 1 0 0 0 1 0 1 0 0 2 3
42 73 42 157 0.79 0.21 40 0 1 0 0 0 1 0 0 1 2 2
32 72 38 142 0.72 0.28 53 0 1 0 0 0 1 0 0 0 1 2
32 72 38 142 0.72 0.28 53 0 1 0 0 0 1 0 0 0 1 2
44 65 43 152 0.76 0.24 56 0 0 1 0 0 1 0 0 0 1 1
41 61 45 147 0.18 0.82 44 1 0 0 0 1 0 0 1 0 3 3
51 60 35 146 0.88 0.12 22 0 0 1 0 0 0 0 1 0 1 1
21 35 10 66 0.24 0.76 45 1 0 0 0 1 0 1 0 0 3 3
20 25 11 56 0.28 0.72 39 0 0 0 0 1 1 0 0 0 2 3
30 102 15 147 0.18 0.82 48 0 1 0 0 0 0 1 0 0 2 2
54 67 38 159 0.72 0.28 55 0 0 1 0 0 1 0 0 1 2 1
34 105 13 152 0.75 0.25 41 0 1 0 0 0 0 1 0 0 4 2
53 72 24 149 0.71 0.29 38 0 0 0 1 0 0 0 1 0 1 4
43 60 41 144 0.73 0.27 56 0 0 0 1 0 1 0 0 1 3 4
25 30 12 67 0.2 0.8 47 1 0 0 0 1 0 1 0 0 2 3
24 28 9 61 0.23 0.77 39 0 0 0 0 1 0 1 0 0 1 3
53 65 20 138 0.75 0.25 40 0 0 0 1 0 0 1 0 0 3 4
54 75 26 155 0.94 0.06 24 0 0 1 0 0 0 1 0 0 3 1
34 70 32 136 0.8 0.2 41 0 0 1 0 0 0 0 1 0 2 1
22 24 14 60 0.23 0.77 54 1 0 0 1 0 0 0 1 1 3 3
42 66 35 143 0.14 0.86 58 1 0 0 1 0 0 0 1 0 1 4
45 67 32 144 0.19 0.81 35 0 0 0 1 0 0 1 0 0 1 4
28 105 11 144 0.14 0.86 50 0 1 0 0 0 0 1 0 0 4 2
51 76 42 169 0.79 0.21 43 0 0 1 0 0 0 1 0 0 1 1
25 35 10 70 0.27 0.73 42 1 0 0 0 1 0 1 0 0 2 3
19 26 15 60 0.27 0.73 52 1 0 0 0 1 1 0 0 1 1 3
47 54 42 143 0.77 0.23 46 0 0 1 0 0 1 0 0 1 3 1
41 57 36 134 0.77 0.23 52 0 0 1 0 0 1 0 0 0 3 1
37 77 40 154 0.71 0.29 51 0 0 1 0 0 0 0 1 1 3 1
40 80 21 141 0.78 0.22 33 0 0 1 0 0 1 0 0 0 3 1
49 73 54 176 0.77 0.23 52 0 0 1 0 0 1 0 0 1 2 1
51 55 39 145 0.78 0.22 44 0 0 0 1 0 0 1 0 0 2 4
47 48 33 128 0.77 0.23 46 0 0 0 1 0 0 1 0 0 1 4
47 46 35 128 0.9 0.1 25 0 0 1 0 0 0 1 0 1 2 1
45 60 30 135 0.88 0.12 39 0 0 1 0 0 0 0 1 1 1 1
31 97 11 139 0.71 0.29 44 0 1 0 0 0 0 0 1 0 3 2
52 78 36 166 0.79 0.21 52 0 0 0 1 0 1 0 0 0 2 4
31 101 9 141 0.77 0.23 50 0 0 1 0 0 0 1 0 0 2 2
34 67 33 134 0.75 0.25 55 0 1 0 0 0 1 0 0 0 1 2
37 70 42 149 0.18 0.82 58 0 0 0 0 1 0 1 0 1 1 3
30 106 9 145 0.15 0.85 48 0 0 1 0 0 0 1 0 0 2 2
20 25 11 56 0.28 0.72 39 0 0 0 0 1 1 0 0 0 2 3
