COCINA_ELECTRICA,LAVANDERIA,AIREACONDICIONADO,PCT_USODIA,PCT_USONOCHE,ENMORA,LLAMADASACALLCENTER,REGION,ANTIGUEDAD_CLIENTE,USUARIO_CANAL_DIGITAL,PUNTO_PAGO
66,52,55,0.79,0.21,0,2,1,58,0,3
34,107,12,0.16,0.84,0,0,2,44,1,1
41,79,49,0.73,0.27,0,0,3,43,0,3
28,101,11,0.19,0.81,0,0,2,41,1,1
48,58,42,0.92,0.08,0,1,3,39,0,1
34,75,47,0.72,0.28,0,0,3,47,0,1
20,25,11,0.28,0.72,0,3,1,39,0,2
31,96,9,0.71,0.29,0,0,1,50,0,2
53,80,53,0.72,0.28,0,1,3,47,0,1
50,49,30,0.74,0.26,0,1,2,48,0,1
38,65,47,0.72,0.28,0,1,2,48,1,1
42,55,37,0.89,0.11,0,1,3,27,0,1
36,78,30,0.78,0.22,0,1,1,58,1,3
34,102,13,0.73,0.27,0,1,1,43,0,1
45,68,46,0.78,0.22,0,1,3,47,0,1
52,68,21,0.7,0.3,0,1,1,40,0,1
35,111,10,0.15,0.85,0,0,2,57,0,2
48,60,32,0.77,0.23,0,2,2,45,0,3
51,76,35,0.73,0.27,0,0,3,53,0,1
52,76,23,0.15,0.85,0,3,2,36,0,1
46,49,45,0.74,0.26,0,1,2,41,1,1
20,25,13,0.29,0.71,0,2,2,36,0,3
29,111,9,0.75,0.25,0,1,3,26,0,4
40,66,42,0.15,0.85,1,2,2,48,0,1
45,60,30,0.88,0.12,0,1,3,39,1,1
47,76,30,0.73,0.27,0,0,2,53,1,3
58,58,33,0.89,0.11,0,1,3,22,1,2
47,51,43,0.95,0.05,0,1,3,34,0,3
27,106,12,0.76,0.24,0,0,1,48,1,3
45,51,19,0.86,0.14,0,2,2,27,0,3
50,50,44,0.71,0.29,0,1,3,53,0,2
54,55,36,0.77,0.23,0,1,1,44,1,1
49,58,32,0.9,0.1,0,1,2,25,1,1
49,73,43,0.12,0.88,1,2,2,53,0,3
31,97,10,0.73,0.27,0,0,1,44,0,3
54,58,22,0.87,0.13,0,2,2,34,0,1
52,51,35,0.71,0.29,0,2,3,48,0,2
25,25,9,0.21,0.79,1,2,2,28,1,1
34,98,14,0.16,0.84,0,1,1,37,0,1
47,55,45,0.77,0.23,0,2,2,47,1,4
40,66,42,0.15,0.85,1,2,2,48,0,1
48,58,42,0.92,0.08,0,1,3,39,0,1
35,65,32,0.1,0.9,0,2,2,45,1,1
35,108,13,0.75,0.25,0,0,2,34,1,1
34,107,9,0.73,0.27,0,0,1,41,0,3
49,68,50,0.7,0.3,0,1,3,45,0,3
43,76,21,0.77,0.23,0,1,1,47,0,2
35,112,10,0.13,0.87,0,0,2,36,0,1
48,62,32,0.89,0.11,0,1,1,24,1,3
24,22,10,0.25,0.75,0,3,2,49,1,1
48,64,24,0.15,0.85,1,3,2,50,0,3
39,58,37,0.86,0.14,0,2,3,40,0,1
21,26,9,0.22,0.78,1,3,2,42,0,1
48,51,41,0.86,0.14,0,2,1,36,0,1
53,69,23,0.74,0.26,0,0,3,49,0,4
47,68,34,0.73,0.27,0,1,3,57,1,2
48,61,23,0.87,0.13,0,2,1,22,0,3
42,68,39,0.1,0.9,0,3,1,45,0,3
24,22,10,0.25,0.75,0,3,2,49,1,1
48,60,32,0.77,0.23,0,2,2,45,0,3
46,66,30,0.16,0.84,1,3,2,44,1,1
46,58,42,0.89,0.11,0,2,1,28,0,3
30,104,14,0.13,0.87,0,0,2,52,1,1
33,72,38,0.78,0.22,0,1,2,43,0,3
23,23,13,0.26,0.74,0,2,3,26,0,1
51,55,32,0.86,0.14,0,1,3,26,0,1
32,66,20,0.77,0.23,0,1,2,50,0,1
30,106,9,0.15,0.85,0,1,2,48,0,2
28,98,10,0.1,0.9,0,0,1,49,0,1
37,66,28,0.78,0.22,0,0,1,52,0,1
37,69,21,0.77,0.23,0,1,2,42,1,3
51,76,40,0.77,0.23,0,1,2,43,0,1
49,76,30,0.79,0.21,0,1,1,47,0,1
46,56,37,0.74,0.26,0,1,3,49,0,3
51,61,38,0.71,0.29,0,1,1,57,0,1
28,98,10,0.77,0.23,0,0,2,44,0,3
29,112,15,0.13,0.87,0,0,2,41,1,3
52,51,35,0.71,0.29,0,2,3,48,0,2
39,75,31,0.11,0.89,0,2,2,53,0,1
44,73,35,0.19,0.81,1,3,2,46,0,1
36,78,30,0.78,0.22,0,1,1,58,1,3
50,73,53,0.71,0.29,0,1,1,55,0,2
53,65,43,0.76,0.24,0,2,2,58,0,1
54,70,47,0.87,0.13,0,2,3,34,0,1
23,33,14,0.27,0.73,1,3,2,25,0,1
54,60,40,0.76,0.24,0,1,2,49,0,1
52,53,45,0.7,0.3,0,1,2,54,0,1
42,49,30,0.76,0.24,0,2,3,46,0,1
32,105,15,0.73,0.27,0,0,3,35,1,3
54,51,30,0.85,0.15,0,2,3,25,0,3
43,49,44,0.94,0.06,0,1,2,36,1,1
20,24,15,0.24,0.76,1,3,2,32,0,1
29,112,13,0.17,0.83,0,0,2,37,1,4
48,65,41,0.17,0.83,1,3,2,57,0,1
34,70,32,0.8,0.2,0,1,3,41,0,2
52,68,46,0.8,0.2,1,1,3,56,0,1
33,65,25,0.8,0.2,0,2,1,57,0,3
27,108,14,0.73,0.27,0,0,1,31,0,2
35,108,13,0.75,0.25,0,0,2,34,1,1
35,111,10,0.15,0.85,0,0,2,57,0,2
29,98,12,0.73,0.27,1,1,1,32,1,1
26,97,10,0.7,0.3,0,1,3,51,1,3
32,103,9,0.76,0.24,0,0,2,48,1,2
26,96,14,0.76,0.24,0,1,1,42,1,3
20,25,13,0.29,0.71,0,2,2,36,0,3
26,101,15,0.13,0.87,0,0,2,49,0,1
25,96,12,0.15,0.85,0,0,2,55,0,3
54,55,36,0.77,0.23,0,1,1,44,1,1
60,58,33,0.93,0.07,0,2,2,30,0,3
35,101,15,0.13,0.87,0,0,2,56,0,2
38,78,42,0.11,0.89,0,3,2,38,1,1
29,95,10,0.78,0.22,0,1,2,22,1,1
51,55,39,0.78,0.22,0,2,2,44,0,2
24,31,14,0.29,0.71,1,3,2,25,1,1
19,26,15,0.27,0.73,1,3,1,52,1,1
21,33,11,0.21,0.79,0,3,2,58,0,2
21,28,14,0.22,0.78,0,2,1,44,0,3
33,66,23,0.77,0.23,0,0,2,54,0,1
52,53,45,0.7,0.3,0,1,2,54,0,1
28,101,11,0.19,0.81,0,0,2,41,1,1
49,47,37,0.88,0.12,0,1,3,28,0,3
26,99,12,0.13,0.87,0,1,2,35,1,2
41,59,51,0.87,0.13,0,2,1,28,0,3
46,73,26,0.19,0.81,1,3,2,36,0,1
32,72,38,0.72,0.28,0,0,1,53,0,1
51,62,34,0.89,0.11,0,1,1,25,0,1
39,68,28,0.16,0.84,0,2,2,44,1,3
46,56,43,0.7,0.3,0,1,1,41,1,2
41,68,34,0.19,0.81,1,3,2,55,1,4
26,102,14,0.79,0.21,0,0,1,29,0,1
32,72,38,0.72,0.28,0,0,1,53,0,1
46,55,33,0.94,0.06,0,1,3,26,0,1
54,55,36,0.77,0.23,0,1,1,44,1,1
31,108,15,0.71,0.29,0,1,3,57,1,1
30,106,10,0.77,0.23,0,0,1,52,1,1
28,108,9,0.76,0.24,1,0,1,51,0,3
37,77,40,0.71,0.29,0,1,3,51,1,3
49,47,37,0.88,0.12,0,1,3,28,0,3
47,48,38,0.92,0.08,0,1,2,36,0,1
45,50,44,0.75,0.25,0,1,3,47,0,1
35,74,28,0.74,0.26,0,0,3,49,0,1
19,35,14,0.25,0.75,1,2,2,43,0,1
32,66,20,0.77,0.23,0,1,2,50,0,1
32,106,10,0.19,0.81,0,0,2,40,1,1
34,69,35,0.19,0.81,1,2,1,49,0,3
54,59,32,0.75,0.25,0,1,1,58,1,4
59,47,26,0.95,0.05,0,1,2,34,0,3
65,45,27,0.77,0.23,0,2,1,47,0,1
25,98,11,0.77,0.23,0,1,3,56,0,2
47,70,26,0.79,0.21,0,1,1,55,0,1
53,51,34,0.76,0.24,0,1,1,51,0,3
51,54,43,0.71,0.29,0,1,3,55,1,4
30,103,9,0.72,0.28,0,0,2,30,0,3
35,108,9,0.12,0.88,0,0,2,34,1,3
27,97,14,0.77,0.23,0,0,3,29,0,3
35,104,15,0.7,0.3,0,1,3,55,0,1
27,97,14,0.77,0.23,0,0,1,51,0,1
46,50,42,0.75,0.25,0,1,2,40,1,2
31,96,9,0.71,0.29,0,0,1,50,0,2
40,76,36,0.72,0.28,0,1,2,25,1,1
30,100,9,0.78,0.22,0,0,1,57,1,3
25,108,10,0.16,0.84,0,0,2,48,1,1
40,47,39,0.95,0.05,0,1,1,28,1,3
54,75,26,0.94,0.06,0,1,2,24,0,3
25,108,10,0.16,0.84,0,0,2,48,1,1
28,110,15,0.72,0.28,0,1,2,50,0,3
49,50,32,0.9,0.1,0,1,3,24,0,3
49,58,32,0.9,0.1,0,1,2,25,1,1
37,69,21,0.77,0.23,0,1,2,42,1,3
25,96,12,0.15,0.85,0,0,2,55,0,3
25,108,10,0.16,0.84,0,0,2,48,1,1
47,58,35,0.85,0.15,0,1,3,27,0,1
20,34,15,0.26,0.74,1,2,2,51,0,4
45,54,26,0.78,0.22,0,1,2,48,0,4
46,50,40,0.75,0.25,0,2,2,54,0,3
32,106,10,0.19,0.81,0,0,2,40,1,1
46,55,36,0.75,0.25,0,1,2,45,0,1
25,109,12,0.74,0.26,0,1,1,44,0,2
35,108,13,0.75,0.25,0,0,2,34,1,1
50,76,42,0.7,0.3,0,0,3,58,0,1
33,112,9,0.75,0.25,0,0,2,47,0,1
33,95,10,0.16,0.84,0,1,2,45,0,1
30,103,9,0.72,0.28,0,0,2,30,0,3
42,80,42,0.1,0.9,1,2,2,45,1,1
40,47,35,0.79,0.21,0,1,2,49,0,3
47,62,30,0.87,0.13,0,1,2,24,1,3
33,65,25,0.8,0.2,0,2,1,57,0,3
41,68,32,0.78,0.22,0,1,3,54,1,1
55,48,35,0.95,0.05,0,1,3,31,0,3
40,80,21,0.78,0.22,0,1,1,33,0,3
24,24,14,0.22,0.78,0,0,2,46,1,2
45,68,39,0.74,0.26,0,2,2,48,0,1
51,61,38,0.71,0.29,0,1,1,57,0,1
31,97,10,0.73,0.27,0,0,1,44,0,3
51,61,38,0.71,0.29,0,1,1,57,0,1
20,36,9,0.24,0.76,0,2,2,52,0,3
32,101,11,0.16,0.84,0,0,2,41,0,1
50,72,29,0.15,0.85,0,2,2,46,0,1
51,60,39,0.73,0.27,0,2,1,42,1,1
52,60,30,0.76,0.24,0,1,1,47,0,1
40,61,35,0.89,0.11,0,2,2,22,0,2
26,102,14,0.79,0.21,0,0,1,29,0,1
37,71,45,0.74,0.26,0,1,3,45,0,1
55,62,45,0.8,0.2,0,1,2,47,1,1
34,105,9,0.73,0.27,0,0,3,35,0,3
20,33,13,0.27,0.73,0,3,2,37,0,4
52,67,42,0.75,0.25,0,1,2,53,0,3
51,55,32,0.86,0.14,0,1,3,26,0,1
42,61,30,0.78,0.22,0,2,3,58,0,2
19,22,14,0.22,0.78,0,2,2,36,0,2
52,51,35,0.71,0.29,0,2,3,48,0,2
46,50,31,0.88,0.12,0,2,1,25,1,1
43,72,38,0.13,0.87,0,2,2,39,0,2
55,52,33,0.76,0.24,0,1,1,58,0,1
42,80,38,0.73,0.27,0,1,1,40,0,2
24,28,11,0.23,0.77,1,2,2,58,0,1
43,56,41,0.87,0.13,0,2,2,36,0,1
44,49,37,0.88,0.12,0,2,3,27,1,1
39,58,37,0.86,0.14,0,2,3,40,0,1
28,101,11,0.19,0.81,0,0,2,41,1,1
27,103,15,0.75,0.25,0,0,2,24,0,3
51,62,40,0.72,0.28,0,1,1,57,0,1
43,45,36,0.86,0.14,0,1,2,26,0,1
23,33,14,0.27,0.73,1,3,2,25,0,1
49,66,24,0.73,0.27,0,2,1,43,1,1
34,70,32,0.8,0.2,0,1,3,41,0,2
26,103,15,0.78,0.22,0,1,1,47,0,3
43,56,41,0.87,0.13,0,2,2,36,0,1
46,54,32,0.88,0.12,0,1,2,22,0,1
49,49,39,0.93,0.07,0,1,2,24,0,1
34,70,32,0.8,0.2,0,1,3,41,0,2
32,72,38,0.72,0.28,0,0,1,53,0,1
29,98,12,0.73,0.27,1,1,1,32,1,1
64,52,51,0.79,0.21,0,2,2,44,1,1
53,72,24,0.71,0.29,0,2,3,38,0,1
37,77,40,0.71,0.29,0,1,3,51,1,3
57,51,40,0.93,0.07,0,1,1,23,0,2
19,29,11,0.22,0.78,0,3,1,26,0,1
31,96,9,0.71,0.29,0,0,1,50,0,2
54,60,40,0.76,0.24,0,1,2,49,0,1
35,107,11,0.7,0.3,0,0,3,46,0,1
51,54,43,0.71,0.29,0,1,3,55,1,4
28,101,11,0.19,0.81,0,0,2,41,1,1
42,80,42,0.1,0.9,1,2,2,45,1,1
51,60,39,0.73,0.27,0,2,1,42,1,1
48,48,41,0.88,0.12,0,1,2,32,1,1
39,65,26,0.15,0.85,1,2,1,56,0,1
47,46,35,0.9,0.1,0,1,2,25,1,2
27,106,12,0.76,0.24,0,0,1,48,1,3
25,38,13,0.21,0.79,1,2,2,23,0,1
43,56,41,0.87,0.13,0,2,2,36,0,1
51,55,32,0.86,0.14,0,1,3,26,0,1
47,55,45,0.77,0.23,0,2,2,47,1,4
37,77,40,0.71,0.29,0,1,3,51,1,3
53,80,53,0.72,0.28,0,1,3,47,0,1
51,55,32,0.86,0.14,0,1,3,26,0,1
49,69,28,0.77,0.23,0,1,1,51,0,1
46,78,30,0.78,0.22,0,0,3,54,0,3
43,49,44,0.94,0.06,0,1,2,36,1,1
31,107,14,0.74,0.26,0,1,1,58,0,3
43,56,41,0.87,0.13,0,2,2,36,0,1
61,49,41,0.94,0.06,0,1,2,32,0,3
37,77,40,0.71,0.29,0,1,3,51,1,3
49,50,32,0.75,0.25,0,2,2,49,0,3
31,97,10,0.73,0.27,0,0,1,44,0,3
24,22,10,0.25,0.75,0,3,2,49,1,1
34,75,47,0.72,0.28,0,0,3,47,0,1
54,54,30,0.89,0.11,0,2,3,32,1,3
47,48,33,0.77,0.23,0,2,2,46,0,1
34,70,32,0.8,0.2,0,1,3,41,0,2
35,98,13,0.1,0.9,0,0,2,56,0,2
49,66,48,0.78,0.22,0,1,2,50,1,1
47,76,23,0.77,0.23,0,0,1,46,0,3
39,75,31,0.11,0.89,0,2,2,53,0,1
53,48,44,0.78,0.22,0,2,2,47,0,3
44,65,43,0.76,0.24,0,1,1,56,0,1
29,98,12,0.76,0.24,0,0,3,49,0,3
62,59,45,0.19,0.81,0,3,2,51,0,3
28,105,11,0.14,0.86,0,0,2,50,0,4
76,47,39,0.72,0.28,0,2,1,44,0,3
27,105,12,0.12,0.88,0,0,2,53,0,1
44,46,45,0.8,0.2,0,2,2,48,0,3
51,76,35,0.73,0.27,0,0,3,53,0,1
30,100,9,0.78,0.22,0,0,1,57,1,3
57,51,40,0.93,0.07,0,1,1,23,0,2
19,22,14,0.22,0.78,0,2,2,36,0,2
55,47,43,0.73,0.27,0,1,3,43,0,1
42,72,28,0.79,0.21,0,2,1,32,1,4
35,104,15,0.7,0.3,0,1,3,55,0,1
49,52,33,0.88,0.12,0,1,1,29,1,3
42,73,54,0.94,0.06,0,1,1,28,0,1
47,48,33,0.77,0.23,0,2,2,46,0,1
45,60,37,0.76,0.24,0,1,3,51,1,3
38,79,21,0.77,0.23,0,2,3,50,0,1
59,47,26,0.95,0.05,0,1,2,34,0,3
27,106,12,0.76,0.24,0,0,1,48,1,3
36,78,30,0.78,0.22,0,1,1,58,1,3
20,25,13,0.29,0.71,0,2,2,36,0,3
35,80,22,0.74,0.26,0,0,1,55,0,4
32,66,20,0.77,0.23,0,1,2,50,0,1
48,60,32,0.77,0.23,0,2,2,45,0,3
29,112,13,0.17,0.83,0,0,2,37,1,4
51,61,38,0.71,0.29,0,1,1,57,0,1
49,68,50,0.7,0.3,0,1,3,45,0,3
49,49,39,0.93,0.07,0,1,2,24,0,1
44,47,45,0.86,0.14,0,1,3,38,0,3
21,26,9,0.22,0.78,1,3,2,42,0,1
21,33,11,0.21,0.79,0,3,2,58,0,2
53,45,34,0.72,0.28,0,1,3,49,1,2
40,61,35,0.89,0.11,0,2,2,22,0,2
24,24,14,0.22,0.78,0,0,2,46,1,2
46,58,42,0.89,0.11,0,2,1,28,0,3
19,37,10,0.22,0.78,0,2,2,53,0,1
20,22,9,0.21,0.79,1,3,2,45,0,1
53,74,22,0.76,0.24,0,0,2,47,0,2
44,72,34,0.74,0.26,0,0,1,56,1,1
54,60,40,0.76,0.24,0,1,2,49,0,1
23,23,13,0.26,0.74,0,2,3,26,0,1
34,97,13,0.12,0.88,0,0,2,45,0,3
35,95,9,0.17,0.83,0,0,2,52,0,1
50,72,29,0.15,0.85,0,2,2,46,0,1
50,62,34,0.77,0.23,0,1,3,53,0,3
37,77,40,0.71,0.29,0,1,3,51,1,3
28,103,15,0.72,0.28,0,0,1,52,0,1
45,51,19,0.86,0.14,0,2,2,27,0,3
33,100,14,0.76,0.24,0,0,1,40,0,1
45,45,30,0.79,0.21,0,1,2,56,1,1
55,52,44,0.77,0.23,0,2,2,41,0,2
54,59,32,0.75,0.25,0,1,1,58,1,4
45,60,29,0.8,0.2,0,1,1,47,0,3
39,46,45,0.9,0.1,0,1,2,31,0,3
52,79,45,0.78,0.22,0,0,1,46,0,1
55,53,40,0.93,0.07,0,1,1,26,0,1
38,65,55,0.74,0.26,0,0,3,57,0,1
35,76,29,0.1,0.9,0,3,2,46,0,4
19,22,14,0.22,0.78,0,2,2,36,0,2
30,104,14,0.13,0.87,0,0,2,52,1,1
52,61,34,0.91,0.09,0,1,1,24,0,1
37,76,29,0.17,0.83,1,3,2,37,0,3
47,58,35,0.85,0.15,0,1,3,27,0,1
33,112,9,0.75,0.25,0,0,2,47,0,1
48,64,24,0.15,0.85,1,3,2,50,0,3
35,76,29,0.1,0.9,0,3,2,46,0,4
25,96,13,0.78,0.22,0,1,2,55,0,2
33,98,14,0.15,0.85,0,0,2,57,0,3
34,75,47,0.72,0.28,0,0,3,47,0,1
22,33,12,0.26,0.74,0,3,2,56,0,1
42,66,35,0.14,0.86,1,2,3,58,0,1
51,76,40,0.77,0.23,0,1,2,43,0,1
40,58,34,0.78,0.22,0,1,2,47,0,3
40,61,40,0.75,0.25,0,1,3,42,1,3
54,51,30,0.85,0.15,0,2,3,25,0,3
48,51,41,0.86,0.14,0,2,1,36,0,1
44,65,43,0.76,0.24,0,1,1,56,0,1
54,55,36,0.77,0.23,0,1,1,44,1,1
46,78,30,0.78,0.22,0,0,3,54,0,3
63,53,20,0.9,0.1,0,1,1,29,1,1
65,49,55,0.89,0.11,0,1,2,33,0,3
48,60,32,0.77,0.23,0,2,2,45,0,3
31,106,12,0.7,0.3,0,0,3,53,0,3
48,61,23,0.87,0.13,0,2,1,22,0,3
26,102,14,0.79,0.21,0,0,1,29,0,1
48,65,41,0.17,0.83,1,3,2,57,0,1
21,35,10,0.24,0.76,1,3,2,45,0,3
49,69,28,0.77,0.23,0,1,1,51,0,1
51,76,42,0.79,0.21,0,1,2,43,0,1
43,60,41,0.73,0.27,0,2,1,56,1,3
49,58,32,0.9,0.1,0,1,2,25,1,1
31,97,11,0.71,0.29,0,0,3,44,0,3
41,46,43,0.91,0.09,0,1,2,39,0,2
52,76,23,0.15,0.85,0,3,2,36,0,1
54,75,26,0.94,0.06,0,1,2,24,0,3
20,22,13,0.26,0.74,0,3,2,22,0,2
45,54,26,0.78,0.22,0,1,2,48,0,4
44,47,45,0.86,0.14,0,1,3,38,0,3
32,66,20,0.77,0.23,0,1,2,50,0,1
46,75,49,0.71,0.29,0,1,1,46,0,3
53,62,50,0.88,0.12,0,1,2,37,0,3
29,112,13,0.17,0.83,0,0,2,37,1,4
47,54,42,0.77,0.23,0,1,1,46,1,3
35,108,13,0.75,0.25,0,0,2,34,1,1
27,96,14,0.16,0.84,0,0,2,57,0,2
53,72,24,0.71,0.29,0,2,3,38,0,1
54,67,38,0.72,0.28,0,1,1,55,1,2
55,62,45,0.8,0.2,0,1,2,47,1,1
38,79,21,0.77,0.23,0,2,3,50,0,1
35,76,29,0.1,0.9,0,3,2,46,0,4
52,51,35,0.71,0.29,0,2,3,48,0,2
39,75,42,0.78,0.22,0,2,3,33,1,2
48,51,41,0.86,0.14,0,2,1,36,0,1
47,78,24,0.15,0.85,0,2,2,40,0,1
41,68,32,0.78,0.22,0,1,3,54,1,1
22,27,13,0.23,0.77,0,2,2,39,0,1
49,66,24,0.73,0.27,0,2,1,43,1,1
31,103,15,0.12,0.88,0,0,1,51,0,4
42,73,54,0.94,0.06,0,1,1,28,0,1
53,56,35,0.92,0.08,0,1,1,32,1,1
33,112,9,0.75,0.25,0,0,2,47,0,1
35,101,15,0.77,0.23,0,1,2,58,0,3
33,65,25,0.8,0.2,0,2,1,57,0,3
33,106,14,0.73,0.27,0,1,3,58,0,1
76,47,39,0.72,0.28,0,2,1,44,0,3
20,25,11,0.28,0.72,0,3,1,39,0,2
61,49,41,0.94,0.06,0,1,2,32,0,3
53,69,23,0.74,0.26,0,0,3,49,0,4
27,100,9,0.15,0.85,0,0,2,51,0,1
51,62,40,0.72,0.28,0,1,1,57,0,1
55,61,38,0.74,0.26,0,1,1,54,0,2
54,77,47,0.71,0.29,0,1,1,52,0,1
52,52,40,0.77,0.23,0,1,3,40,1,3
47,68,34,0.73,0.27,0,1,3,57,1,2
27,110,12,0.78,0.22,0,0,2,33,0,1
52,80,32,0.74,0.26,0,1,1,29,0,3
53,71,44,0.7,0.3,0,1,2,52,1,3
31,108,15,0.71,0.29,0,1,3,57,1,1
29,98,15,0.73,0.27,0,0,1,29,0,3
51,74,20,0.75,0.25,0,0,3,47,0,3
38,70,23,0.79,0.21,0,0,3,49,1,1
35,65,32,0.1,0.9,0,2,2,45,1,1
40,56,34,0.92,0.08,0,2,1,40,0,3
55,62,45,0.8,0.2,0,1,2,47,1,1
52,51,35,0.71,0.29,0,2,3,48,0,2
36,65,32,0.94,0.06,0,2,2,31,1,2
29,107,12,0.15,0.85,0,0,2,48,0,2
44,65,43,0.76,0.24,0,1,1,56,0,1
39,78,31,0.14,0.86,1,2,2,35,0,3
49,49,39,0.93,0.07,0,1,2,24,0,1
26,99,10,0.11,0.89,0,0,2,49,0,1
48,64,24,0.15,0.85,1,3,2,50,0,3
31,97,10,0.73,0.27,0,0,1,44,0,3
32,102,15,0.79,0.21,0,1,2,47,0,1
50,68,40,0.11,0.89,1,2,2,51,0,1
22,24,14,0.23,0.77,1,2,3,54,1,3
47,61,33,0.87,0.13,0,2,3,29,0,1
33,104,12,0.79,0.21,0,1,2,54,0,1
47,49,33,0.78,0.22,0,1,2,51,1,4
53,73,41,0.18,0.82,1,3,2,51,0,3
33,98,14,0.72,0.28,0,0,1,24,1,3
23,36,9,0.25,0.75,0,3,2,40,1,1
55,47,43,0.73,0.27,0,1,3,43,0,1
49,49,40,0.73,0.27,0,2,2,46,1,2
29,111,9,0.75,0.25,0,1,3,26,0,4
47,55,45,0.77,0.23,0,2,2,47,1,4
51,55,39,0.78,0.22,0,2,2,44,0,2
30,102,15,0.18,0.82,0,0,2,48,0,2
46,67,27,0.72,0.28,0,0,1,47,1,2
57,51,40,0.93,0.07,0,1,1,23,0,2
54,59,32,0.75,0.25,0,1,1,58,1,4
52,57,39,0.9,0.1,0,1,1,39,1,1
46,49,45,0.74,0.26,0,1,2,41,1,1
52,61,34,0.91,0.09,0,1,1,24,0,1
26,108,15,0.74,0.26,0,1,2,57,0,1
26,108,15,0.74,0.26,0,1,2,57,0,1
35,65,32,0.1,0.9,0,2,2,45,1,1
26,96,14,0.76,0.24,0,1,1,42,1,3
19,22,14,0.22,0.78,0,2,2,36,0,2
65,45,27,0.77,0.23,0,2,1,47,0,1
53,65,43,0.76,0.24,0,2,2,58,0,1
39,75,42,0.78,0.22,0,2,3,33,1,2
40,45,42,0.74,0.26,0,1,2,42,0,2
48,66,24,0.74,0.26,0,0,3,47,1,3
49,50,32,0.9,0.1,0,1,3,24,0,3
33,105,12,0.7,0.3,0,0,1,47,0,4
38,67,47,0.76,0.24,0,1,3,42,1,3
45,78,47,0.94,0.06,0,1,1,23,0,1
45,58,42,0.19,0.81,0,2,2,41,1,1
45,52,42,0.85,0.15,0,2,3,29,0,1
31,103,15,0.12,0.88,0,0,1,51,0,4
27,97,14,0.77,0.23,0,0,1,51,0,1
25,108,9,0.73,0.27,0,1,3,43,0,1
37,71,25,0.71,0.29,0,1,2,41,1,2
52,58,32,0.91,0.09,0,1,1,24,0,2
41,57,36,0.77,0.23,0,1,1,52,0,3
40,46,29,0.9,0.1,0,1,1,27,0,1
41,59,51,0.87,0.13,0,2,1,28,0,3
30,106,9,0.15,0.85,0,1,2,48,0,2
48,65,49,0.77,0.23,0,1,2,49,1,1
34,98,14,0.16,0.84,0,1,1,37,0,1
47,46,35,0.9,0.1,0,1,2,25,1,2
43,55,39,0.9,0.1,0,1,1,39,0,3
38,76,52,0.75,0.25,0,1,2,45,0,3
32,102,15,0.79,0.21,0,1,2,47,0,1
42,80,45,0.77,0.23,0,1,3,47,0,1
30,103,9,0.72,0.28,0,0,2,30,0,3
45,67,32,0.19,0.81,0,2,2,35,0,1
53,51,34,0.76,0.24,0,1,1,51,0,3
38,65,47,0.72,0.28,0,1,2,48,1,1
38,65,47,0.72,0.28,0,1,2,48,1,1
45,68,39,0.74,0.26,0,2,2,48,0,1
28,108,10,0.75,0.25,0,1,1,48,0,3
55,64,42,0.78,0.22,0,2,3,46,1,1
33,65,25,0.8,0.2,0,2,1,57,0,3
51,60,39,0.73,0.27,0,2,1,42,1,1
48,66,31,0.19,0.81,0,2,2,42,0,1
39,62,44,0.89,0.11,0,2,3,28,1,3
32,72,38,0.72,0.28,0,0,1,53,0,1
41,61,45,0.18,0.82,1,3,3,44,0,3
22,30,10,0.23,0.77,1,1,1,45,0,3
46,49,31,0.89,0.11,0,1,1,37,1,4
34,70,32,0.8,0.2,0,1,3,41,0,2
26,97,15,0.72,0.28,0,0,2,56,0,1
48,51,41,0.86,0.14,0,2,1,36,0,1
33,100,14,0.76,0.24,0,0,1,40,0,1
43,72,38,0.13,0.87,0,2,2,39,0,2
29,98,15,0.73,0.27,0,0,1,29,0,3
25,28,9,0.28,0.72,0,2,1,46,0,1
30,100,9,0.78,0.22,0,0,1,57,1,3
44,52,33,0.71,0.29,0,1,1,47,0,2
32,106,10,0.19,0.81,0,0,2,40,1,1
32,101,11,0.16,0.84,0,0,2,41,0,1
22,29,15,0.22,0.78,1,3,3,26,0,1
58,58,33,0.89,0.11,0,1,3,22,1,2
49,47,37,0.88,0.12,0,1,3,28,0,3
22,27,13,0.23,0.77,0,2,2,39,0,1
49,49,39,0.93,0.07,0,1,2,24,0,1
68,50,35,0.92,0.08,0,1,2,33,1,3
20,25,13,0.29,0.71,0,2,2,36,0,3
54,55,31,0.77,0.23,0,2,2,57,1,3
45,52,42,0.85,0.15,0,2,3,29,0,1
47,46,35,0.9,0.1,0,1,2,25,1,2
40,51,42,0.93,0.07,0,1,2,37,1,3
54,45,32,0.86,0.14,0,2,3,24,0,1
42,49,30,0.76,0.24,0,2,3,46,0,1
45,60,29,0.8,0.2,0,1,1,47,0,3
54,60,40,0.76,0.24,0,1,2,49,0,1
52,62,35,0.72,0.28,0,1,2,48,0,1
31,106,12,0.7,0.3,0,0,3,53,0,3
27,106,13,0.8,0.2,0,0,2,38,0,3
54,58,22,0.87,0.13,0,2,2,34,0,1
46,67,27,0.72,0.28,0,0,1,47,1,2
47,60,22,0.13,0.87,1,3,2,56,0,1
32,72,48,0.77,0.23,0,2,1,43,0,1
41,57,36,0.77,0.23,0,1,1,52,0,3
